text,Actual Class,Predicted Class
"Orioles 8, Devil Rays 0 Javy Lopez drove in four runs, Daniel Cabrera became the first rookie to win 10 games this season, and the Baltimore Orioles held the Tampa Bay Devil Rays to two hits in an 8-0 victory.",Sports,World
"Broadcaster Donates #36;325,000 to GOP (AP) AP - One of the state's biggest broadcasters has given 13 Republican county committees #36;325,000 worth of free air time to promote candidates on its radio and television stations throughout California.",World,Sci/Tech
Spurrier expected to replace Holtz Lou Holtz wanted his South Carolina players to focus on their game against Clemson. They suddenly have a lot more on their minds. Holtz will retire as coach at South Carolina,Sports,World
"Bailout plan shelved for Donald Trump #39;s casinos A proposed bailout of Donald J. Trump #39;s casino company has been shelved, and Trump now says he may take the company private. The company #39;s shares fell 10 percent.",Business,Sports
"UK to Host Mideast Conference: Report LONDON , December 6 (IslamOnline.net amp; News Agencies) - Britain received a green light from Washington to host a conference on Middle East peace after the Palestinian presidential elections, a British news paper reported Monday, December 6.",World,Sci/Tech
"Mars gases reveal enticing clues for life Water vapour and methane gas have been found in the same places on Mars, strengthening speculation that the Red Planet could be a haven for microbial life, space scientists say.",Sci/Tech,World
"Voting Machines Remain Unsecured--Experts In one example, a government study of voting-machine security issues was eventually canceled because conclusions by the panel of computer scientists were so negative.",Sci/Tech,World
Merck Shares Drop on Report of Documents About Vioxx Drug Merck amp; Co. shares fell as much as 7 percent to their lowest level in more than eight years after the Wall Street Journal said the drugmaker tried for years to stop safety concerns from hurting sales of its Vioxx painkiller.,Business,World
"Microsoft Launches New Media Center PC Microsoft Corp. MSFT.O on Tuesday unveiled a new version of its Windows XP Media Center, adding features such as instant messaging and high-definition television to a personal computer designed for the living room.",Business,Sci/Tech
"Meditation Practice Helping Arthritis Patients By ALEX DOMINGUEZ BALTIMORE (AP) -- Dalia Isicoff knows pain. A lifelong sufferer of rheumatoid arthritis, she has had seven hip replacement surgeries...",Sci/Tech,Business
"CRM Best Practices: TCO and ROI (NewsFactor) NewsFactor - With CRM projects costing millions, even in some mid-size companies, it is no surprise CFOs are leading the charge to be sure the most important projects are first, that they are justified, and that they actually deliver on their forecast benefits.",Sci/Tech,Sports
"Hurricane Ivan Blasts Alabama, Kills 12 GULF SHORES, Ala. - Hurricane Ivan slammed ashore early Thursday with winds of 130 mph, packing deadly tornadoes and a powerful punch of waves and rain that threatened to swamp communities from Louisiana to the Florida Panhandle...",World,Sci/Tech
"Britain extends citizenship rights to Gurkha soldiers (AFP) AFP - Britain has extended full citizenship rights to Gurkha soldiers from Nepal who serve in the British armed forces, Prime Minister Tony Blair has said.",World,Sports
"Research predicts iceless Arctic Global warming is causing the Arctic ice-cap to melt at such an unprecedented rate that by the summer of 2070 it may have no ice at all, according to the most comprehensive study carried out on global climate change in the region.",Sci/Tech,Business
"Cubs, Marlins to make up Frances series with two doubleheaders The Chicago Cubs and Florida Marlins will play two doubleheaders to make up the three-game series that was wiped out last weekend in Miami by Hurricane Frances.",Sports,Business
Trump defends Martha Stewart New York real estate mogul Donald Trump defended his friend Martha Stewart as the woman who turned home economics into a media empire began her prison term.,Business,Sci/Tech
"RSA sees looming identity crisis online As Internet becomes a crime-choked neighborhood, companies could close their e-commerce shutters and customers could flee.",Sci/Tech,World
"Internosis Will Relocate To Greenbelt in October Internosis Inc., an information technology company in Arlington, plans to move its headquarters to Greenbelt in October. The relocation will bring 170 jobs to Prince George's County.",Sci/Tech,World
"Acer Boosts Its Ferrari Acer has announced the newest addition to the Ferrari line of notebooks, the Ferrari 3400. The notebook is based on the latest Mobile AMD Athlon 64 processor 3000 for thin and light notebooks.",Sci/Tech,Sports
Time Warner settles AOL investigations for \$510 million Time Warner will pay \$210 million to defer a Justice Department investigation into accounting irregularities at its Dulles-based America Online unit.,Business,Sports
"Jobs #39; Apple vs Beatles #39; Apple p2pnet.net News:- It #39;s Apple vs Apple again - that #39;s to say Steve Jobs #39; Apple versus The Beatles #39; Apple. Apple-B claims Apple-J infringes its trade mark and the latter, quot;is likely to be forced into a multimillion",Sci/Tech,Sports
"Today's schedule College field hockey: UMass-Dartmouth at Salve Regina, 3 p.m.; UNH at BC, 7 p.m.; Anna Maria at Westfield St., 7 p.m.",Sports,Sci/Tech
"MANY NEWSPAPERS SEE CIRCULATION DECLINES Some of the nation #39;s largest daily newspapers reported steep circulation declines yesterday, with overall circulation down across the industry, a new report revealed.",Business,Sports
"Rockies Terminate Neagle's Contract (Reuters) Reuters - Colorado terminated the contract\of pitcher Denny Neagle on Monday, three days after he was\ticketed for soliciting a women for oral sex.",Sports,Business
"Former Philippine presidential candidate in deteriorating ... The former presidential candidate and movie actor Fernando Poe Jr. #39;s condition has deteriorated after he suffered a stroke, doctors said Monday.",World,Sports
Wharf marks debut with wickets In-form Alex Wharf made an impressive start to his international career this morning with wickets in his first two overs against India at Trent Bridge.,Sports,World
"Arsenal boss Wenger has keeper worries Arsenal bounced back to winning ways with a comfortable 3-0 victory over struggling Birmingham City yesterday. A brace from Thierry Henry came after Robert Pires #39; opener, but it was the shaky Premiership debut",Sports,Business
"Former Dire Straits Front Man Uses AMD Opteron for New Album Mark Knopfler, the former lead guitarist and singer for Dire Straits, has recorded his new quot;Shangri-La quot; album on a dual AMD Opteron processor-based digital audio workstation.",Sci/Tech,Sports
"Mars Express Instrument Finds Possible New Evidence When Vittorio Formisano, the principal investigator for the Planetary Fourier Spectrometer (PFS) aboard the European Space Agency #39;s Mars Express, announced Monday that his team found that concentrations",Sci/Tech,Business
"U.N. Urges Funds to Curb African Locusts (AP) AP - With swarms of locusts threatening crops in a number of African countries, a U.N. agency appealed for an additional #36;70 million in assistance Thursday to prevent the upsurge from becoming a full-scale plague.",Sci/Tech,World
"New Spasm of Violence Sweeps Iraq, Killing 110 BAGHDAD (Reuters) - At least 110 people were killed across Iraq on Sunday in a sharp escalation of violence that saw gun battles, car bombs and bombardments rock the capital.",World,Sci/Tech
"Whitman: EBay To Buy Rent.com; Compliments Craigslist Stake Without reserve. EBay (nasdaq: EBAY - news - people ) on Friday said it is buying Rent.com. The latter, which is privately held, provides online listings of apartment and house rentals.",Business,Sci/Tech
"Singh rules world that is yet to embrace him On Monday, the newly crowned No. 1 walked into a room to face the world #39;s golfing media, having just shot down Tiger Woods in the final round of the Deutsche Bank Championship near Boston.",Sports,Business
Republican Convention Dogged by Relentless Protests (Reuters) Reuters - Five thousand people protesting high\job losses formed a 3 mile unemployment line in Manhattan on\Wednesday and AIDS activists disrupted a Republican meeting on\the third day of the party's convention to nominate the\president to a second term in office.,World,Business
"Raised by Others, Birds Use Code to Find Their Kind Like the ugly duckling, cowbirds are raised by other bird species. So how do they find each other as adults? A new study says they have a ""password,"" among other things.",Sci/Tech,Business
"CBS Realigns Entertainment Divisions eslie Moonves, the co-president of Viacom, yesterday realigned the management of the company #39;s CBS entertainment division and Paramount television production studio, promising smoother and greater interaction between the two.",Business,Sports
Online Football: Bruins unable to squeeze past Trojans The UCLA football team had all that it asked for: possession of the ball in the fourth quarter with an opportunity to beat No. 1 USC.,Sports,Sci/Tech
"The Bag of Aeolus quot;Aeolus was keeper of the winds. He gave a bag of evil winds to Odysseus, instructing him to keep it closed while a good breeze wafted him home.",World,Sports
Collingwood anchors England (AFP) AFP - Paul Collingwood's unbeaten 80 took England to 299 for seven against Zimbabwe in their opening Champions Trophy Pool D match at Edgbaston here.,World,Sci/Tech
"US fighter squadron to be deployed in South Korea next month (AFP) AFP - A squadron of US Air Force F-15E fighters based in Alaska will fly to South Korea next month for temporary deployment aimed at enhancing US firepower on the Korean peninsula, US authorities said.",World,Business
"State, drug chains reach agreement The state of Maine, Rite Aid Corp., and Community Pharmacy LP have agreed to a consent decree placing conditions on the sale of five Community Pharmacy stores to Rite Aid.",Business,Sci/Tech
Regulators Approve Artificial Heart The Food and Drug Administration approved the use of an artificial heart made by SynCardia Systems as a temporary device for people awaiting transplants.,Sci/Tech,Business
Funding of Election Monitors A Concern A delegation that was paid to watch the Ukraine elections by a lobbyist affiliated with one of the candidates has some saying the move taints the process of promoting democracy.,World,Business
"Microsoft Settles Novell Antitrust Suit (Reuters) Reuters - Microsoft Corp. said\on Monday it agreed to settle antitrust lawsuits with Novell\Inc. and an industry trade group, marking the end of a\decade-long antitrust battle.",Business,Sci/Tech
"Sun posts narrower quarterly loss OCTOBER 14, 2004 (REUTERS) - SAN FRANCISCO -- Sun Microsystems Inc. today posted a narrower quarterly loss as revenue rose year over year for the second consecutive quarter after three years of declines, sending shares slightly higher.",Sci/Tech,Sports
"Connors rallying cry for British tennis quot;Do you have it in your heart? How much guts do you have? How much do you hate to lose? quot;. These are the questions Jimmy Connors will be asking of Britain #39;s brightest tennis hopes in the months, and possibly years, to come.",Sports,Sci/Tech
"HK Disneyland Theme Park to Open in September Hong Kong #39;s Disneyland theme park will open on Sept. 12, 2005 and become the driving force for growth in the city #39;s tourism industry, Hong Kong #39;s government and Walt Disney Co.",Business,Sports
Time to step up Charlie Garner didn #39;t come to Tampa to watch the Tampa Bay Bucs offense stumble around like it has in the first two games of this season.,Sports,Business
Poutiainen Wins But Plays Down Cup Hopes Finland #39;s Tanja Poutiainen snatched back the women #39;s World Cup lead with her third victory of the Alpine ski season on Sunday but played down her chances of winning the overall title.,Sports,World
"Computer Users Warned of #39;David Beckham Zombie Trap #39; Hackers are trying to trick computer users into downloading damaging software by claiming to have sleazy photographs of football star David Beckham, experts warned today.",Sci/Tech,Business
"Afghans Vow to Kill UN Hostage if Demands Not Met KABUL (Reuters) - A Taliban splinter group holding three U.N. workers hostage demanded a response to its demands from the Afghan government and United Nations by Tuesday afternoon, saying it would kill one captive if they were not met.",World,Business
EBay #39;s Buy Of Rent.com May Lack Strategic Sense Standard amp; Poor #39;s Equity Research said the purchase of Rent.com by eBay (nasdaq: EBAY - news - people ) could be a bit of a miscalculation.,Business,Sci/Tech
"DaimlerChrysler, Mitsubishi in venture Automaker DaimlerChrysler AG said Wednesday it has signed a contract with Japan #39;s Mitsubishi Motors Corp. in which the two companies renewed their commitment to joint production and development projects.",Business,Sports
"Lockheed to Launch Rocket; Boeing Gets New Date (Reuters) Reuters - Lockheed Martin Corp. on Monday\announced that it will launch its Atlas V rocket on Dec. 17 as\planned, while Boeing Co. waited to reschedule a launch of its\Delta IV heavy-lift rocket that it was forced to abandon on\Sunday.",Sci/Tech,Business
Canadian Driving Champion Jacques Villeneuve to Join Swiss Team Former world driving champion Jacques Villeneuve of Canada has signed a deal to drive for the Swiss-based Sauber Petronas Formula One team next season.,Sports,Sci/Tech
"TheStreet.com May Be Up for Sale -- Report (Reuters) Reuters - TheStreet.com Inc. , the\financial news and commentary Web site, may be up for sale,\according to a report in Business Week, sparking a 7 percent\rise in its shares.",Sci/Tech,Business
"India test-fires missile NEW DELHI, Nov 26: India on Friday test fired Akash, the indigenously developed surface-to-air missile from the Integrated Test Range at Chandipur-on-sea, about 14km from Balasore (Orissa).",World,Sci/Tech
Does Nick Carr matter? Strategybusiness concludes that a controversial new book on the strategic value of information technology is flawed--but correct.\,Sci/Tech,World
"Clayton Offers to Buy Rexel for 2.6 Billion Euros (Update5) Clayton, Dubilier amp; Rice Inc. is leading a 2.6 billion-euro (\$3.45 billion) buyout of an electrical- equipment supplier from France #39;s Pinault-Printemps-Redoute SA, the New York-based firm #39;s third European acquisition this year.",Business,Sports
"White House May Pick Bernanke The White House, seeking a strong economic team to craft and sell key features of its second-term agenda, is considering tapping Federal Reserve Board member Ben S. Bernanke to serve as chairman",Business,Sci/Tech
Closing Arguments In Enron Barge Trial Houston -- Prosecutors claim six executives conspired to push through a 1999 sham sale of barges because they didn #39;t think they #39;d get caught.,Business,World
"Bureaucracy Pins Rocket to Earth The da Vinci Project, a Toronto group planning to launch a homemade, manned spacecraft in October, is having trouble getting its paperwork off the ground. Canadian regulators are leery of approving the launch. And then there's the matter of finding insurance. By Dan Brekke.",Sci/Tech,Business
"Semiconductor Manufacturing to Boost Capacity by Half (Update2) Semiconductor Manufacturing International Corp., China #39;s biggest supplier of made-to-order chips, said its factory capacity will rise by more than half in the second half as the company brings more plants on line.",Sci/Tech,Business
"Less Turbulence Ahead for Airbus, Boeing EU Trade Commissioner Peter Mandelson and his US counterpart, Robert Zoellick, aim for a truce in the latest transatlantic row over government aid for aviation rivals Boeing and Airbus.",Business,Sports
"Atlanta police arrest Braves player on DUI charge ATLANTA - Atlanta Braves shortsop Rafael Furcal has been arrested on charges of driving under the influence. Jail officials say Furcal was booked into the Atlanta city jail at 6:25 am on charges of DUI, speeding and reckless driving.",Sports,World
Mass. court denies new trial for convict BOSTON -- The state appeals court on Thursday declined to allow a new trial for a father convicted of beating a man to death at their sons #39; hockey practice.,Sports,Business
"Fate of Cameras on the Line Virginia's 10-year experiment with red-light cameras at traffic intersections expires next year, and it is uncertain whether they will be renewed.",Sci/Tech,Business
Dickens Departs Tony Dickens resigns as head coach at Northwestern six months after leading the Wildcats to the Maryland 4A boys basketball title.,Sports,Sci/Tech
"Interbrew wins shareholder vote to buy AmBev LONDON, August 27 (New Ratings) - Belgian brewing giant, Interbrew SA (ITK.ETR), has received the approval of its shareholders for its proposed acquisition of the Brazilian brewer, AmBev.",Business,Sci/Tech
Indonesian diplomats asked to help improve RI #39;s bad image JAKARTA (Antara): President Susilo Yudhoyono asked Indonesian diplomats on Monday to help the government improve Indonesia #39;s bad image.,Business,Sports
"Colgate-Palmolive Announces Job Cuts Toothpaste maker Colgate-Palmolive said today it is cutting 4,400 jobs and closing a third of its 78 factories around the world. The group, which makes products such as Colgate",Business,Sci/Tech
"Cougar Football Notes Houston, Texas- - Houston head football coach Art Briles finds himself in somewhat of a quandary as the Cougars prepared to play at the University of Southern Mississippi this Thursday night at MM Roberts Stadium in Hattiesburg, Miss.",Sports,Sci/Tech
"WebEx Launches Sales Center WebEx Communications is expanding its Web conferencing service with an offering designed for sales professionals, the company plans to announce this week.",Sci/Tech,Business
"Report: Global warming now inevitable The Arctic Council, an international group of northern nations, says global warming will be both a blessing and a curse. The group #39;s report, four years in the making and set for a Nov.",Sci/Tech,Business
CHUCK JAFFE BOSTON (CBS.MW) -- A lot of people got excited when Fidelity Investments announced recently that it was cutting fees on five index mutual funds.,Business,Sci/Tech
System glitch hits HSBC A glitch leaves customers of HSBC bank unable to use its internet services as well as cash machines.,Sci/Tech,Business
Around the world The bombing of a UN election office in Afghanistan that injured six policemen drew calls from a UN union Friday for a withdrawal of staffers from the embattled nation.,World,Business
Manpower survey forecasts slow hiring in early 2005 Those planning to look for a job in the Kalamazoo area during the first quarter of 2005 might find the going slow. The pace of hiring among area employers is expected to be slow during the first quarter of,Business,Sci/Tech
Rumours surround Google browser The search giant Google is rumoured to be working on its own web browser.,Business,Sci/Tech
Spammers strike back at Lycos In launching Make Love Not Spam Lycos this week started a controversial bid to battle unsolicited messages through a custom-designed website.,Sci/Tech,Sports
Take Two Torts and Call Me in the Morning The friction that sometimes strains the patient-doctor relationship when lawyers seek medical care is at an all-time high.,Sci/Tech,Business
"Fini named Italy foreign minister The leader of Italy's right-wing National Alliance, Gianfranco Fini, is appointed foreign minister.",World,Business
Sneaky Credit Card Tactics Keep an eye on your credit card issuers -- they may be about to raise your rates.,Business,World
US Open keeps it in the family It will be a long way from West Lakes when Lleyton Hewitt takes on his younger sister #39;s boyfriend. Robert Lusetich reports. IT is a US Open semi-final that has been previewed many times before -- in Adelaide.,Sports,Business
#39;Grateful #39; Kabul hostages look forward to returning to work Three UN election workers who were freed yesterday nearly a month after being abducted in Afghanistan have spoken of their gratitude to the Afghan people for supporting them during their plight.,World,Sports
"Low-Cost Airline Enters Bankruptcy Blaming excess capacity, extremely high fuel prices, which and descending fares, ATA Holdings Corp., parent of discount airline carrier ATA Airlines, said it has filed for bankruptcy.",Business,Sports
"Make hotels just like home HOTEL operators, take note: Todays hotel guests are making a nonsense of room-pricing strategies with their aggressive, Internet-aided discount-hunting.",Sci/Tech,Business
Thomson joins takeover bid for ContentGuard Thomson joined Microsoft and Time Warner on Monday in trying to take control of U.S. digital rights management (DRM) company ContentGuard Holdings.,Sci/Tech,Sports
"Singer: Minaya returns home NEW YORK -- Omar Minaya stood behind a small lectern in a danky room in the bowels of Shea Stadium, and allowed his life to flash before his eyes.",Sports,Sci/Tech
Fresh bid to dismiss Jackson case Lawyers for Michael Jackson say the singer's child molestation case should be dropped.,World,Business
"Stocks Climb on Drop in Consumer Prices NEW YORK - Stocks rose for a second straight session Tuesday as a drop in consumer prices allowed investors to put aside worries about inflation, at least for the short term. With gasoline prices falling to eight-month lows, the Consumer Price Index registered a small drop in July, giving consumers a respite from soaring energy prices...",World,Business
Dutch Lawmakers Say Threat Underestimated (AP) AP - Dutch lawmakers accused the government Thursday of underestimating the threat from Islamic terrorists and failing to protect a filmmaker slain by a suspected Muslim radical.,World,Sports
"Bush defends tax cuts WASHINGTON, Oct 2 (AFP) - US President George W. Bush said Saturday he would renew some of the huge tax cuts that form a cornerstone of his economic rejuvenation policy and chided Democratic challenger John Kerry for opposing the cuts.",Business,World
"Wal-Mart reduces sales forecast Wal-Mart, the world #39;s largest retailer, has lowered its November growth forecast amid concerns that fuel costs may slow down Christmas retail sales.",Business,Sci/Tech
"Will WiMax Replace DSL? (PC World) PC World - Despite Intel's support of the emerging wireless technology, some doubt its potential.",Sci/Tech,Sports
"Warning over rapid Arctic warming With temperatures in the Arctic rising at twice the rate of elsewhere, the ice cover there will within the next 100 years completely disappear in summer and the biodiversity will change dramatically, according to a scientific study published this week.",Sci/Tech,Sports
"China Launches Mapping Satellite (AP) AP - China on Sunday launched a satellite that will carry out land surveying and other scientific projects for several days and return to Earth, government media reported.",Sci/Tech,World
"Symantec Said to Be in Talks for Veritas Symantec, which produces the Norton line of computer products, is in talks to acquire Veritas Software, a maker of data backup programs.",Business,World
"Little guy earns big victory at Open NEW YORK -- Olivier Rochus didn't know quite how to react. First the arms went hesitantly up in the air. Then there was a little half-fist pump, a triumphant bellow, and a smile that could have lit a path through the darkest storm. Then Rochus, a 23-year-old Belgian who prior to this year had never won a match at the ...",Sports,Sci/Tech
Richardson Keeps Faith in Himself Kieran Richardson has banished any thought of leaving Manchester United - either permanently or on loan. The 20-year-old Londoner is expected to make his 20th senior appearance tonight as Sir Alex Ferguson,Sports,Sci/Tech
"Qassam rockets hit western Negev community Two Qassam rockets landed in the western Negev on Saturday morning, causing damage to a home. No casualties were reported. The rocket fire originated from the northern Gaza Strip.",World,Sci/Tech
"NTT DoCoMo, Mm02 Sign Deal TOKYO - Japan #39;s top cell phone operator NTT DoCoMo Inc. and major British mobile carrier mm02 plc reached an agreement that will allow mobile telephone users in Britain, Germany, and Ireland to surf the Internet on the handsets, DoCoMo said Tuesday.",Sci/Tech,Sports
Monti gives Abbey takeover green light European Competition Commissioner Mario Monti has given the green light to the UK8.75bn takeover bid by Spain #39;s Santander for the UK #39;s Abbey National.,Business,World
Cricket: Tendulkar to miss test Sachin Tendulkar is almost certain to miss Thursday's second Test against Australia in Madras.,World,Sports
"New air routes to more profits Major airlines can #39;t make their low-cost competitors disappear into thin air, but they can fly away from them, which they are planning to do, to overseas routes where bargain-basement carriers don #39;t go.",Business,Sci/Tech
"Child Abuse Leads to Adult Heart Disease By Ed Edelson, HealthDay Reporter HealthDayNews -- Children who are abused or neglected grow up to be adults with a significantly greater risk of heart disease, a new study says. It's the first study to show a direct link between a wide range of childhood problems and ischemic heart disease -- blockage of the arteries that leads to heart attacks and other major problems, said Maxia Dong, a medical epidemiologist at the U.S...",Sci/Tech,Business
Energy Dept. funds open-source InfiniBand work Three-year project will back programmers' effort to build Linux software support for the high-speed networking technology.,Sci/Tech,World
"Infocus: Detecting Worms and Abnormal Activities with NetFlow, Part 2 This paper discusses the use of NetFlow, a traffic profile monitoring technology available on many routers, for use in the early detection of worms, spammers, and other abnormal network activity in large enterprise networks and service providers. Part 2 of 2.",Sci/Tech,Sports
"Shakhtar to beat Celtic twice, bets Marica Donetsk, Ukraine, Oct. 20 -- Shakhtar Donetsks Romanian teenage forward Ciprian Marica believes his sides strong team spirit will see them beat Celtic twice in the UEFA Champions League.",Sports,Sci/Tech
"Bank on it: Checks won #39;t float, they #39;ll bounce or write a check before the funds are available in their accounts - might soon find themselves at risk for more bounced checks and high overdraft fees.",Business,Sci/Tech
"Internet Ad Revenues Jump 40 Percent Internet advertising revenues jumped 40 percent in the first half of this year, driven largely by the growing popularity of keyword ads tied to search results.",Sci/Tech,Business
Recording Industry Sues 750 Computer Users LOS ANGELES - The recording industry on Thursday filed another round of copyright infringement lawsuits against people it said were illegally distributing songs over the Internet.,Sci/Tech,Business
"Army restricted ethnic recruits The British Army secretly restricted numbers of ethnic recruits, according to official files just released.",World,Business
"Sony-Led Group to Acquire MGM for \$3B LOS ANGELES Sept. 13, 2004 - A consortium led by Sony Corp. has agreed in principle to acquire famed Hollywood studio Metro-Goldwyn-Mayer Inc.",Business,Sci/Tech
Martnez's Effort Lets Boston Fans Take Heart Boston's Pedro Martnez put his past four starts behind him Wednesday night to post a redemptive 8-3 victory over the Anaheim Angels.,Sports,Sci/Tech
FCC OK's paging company deal (TheDeal.com) TheDeal.com - Arch Wireless Inc. can complete its #36;367 million acquisition of Metrocall Holdings Inc.,Sci/Tech,Business
"Update: Intel shelves plans for 4GHz Pentium 4 Intel Corp. has confirmed its near-term plans for its desktop processors before it reaches the multicore era. The company will not release a 4GHz version of its flagship Pentium 4 product, having decided instead to realign its engineers around the company's new design priorities, an Intel spokesman said Thursday.",Sci/Tech,World
"REGION: Iran sticks by its right to possess nuclear fuel ... TEHRAN: Iran repeated on Sunday it had a right to master the sensitive nuclear fuel cycle, ahead of an expected proposal from Europe calling for Tehran to abandon such work in exchange for diplomatic and trade incentives.",World,Sci/Tech
"Sybase releases free Express database for Linux In a bid to expand the customer base for its database software, Sybase Inc. released on Tuesday a free, limited version of its software for deployment on Linux systems.",Sci/Tech,Business
"Newest video games gun to be No. 1 Voters apparently weren #39;t the only ones willing to stand in long lines. The release of this year #39;s two hottest video games - Grand Theft Auto: San Andreas, and Halo 2 - had gamers lined up at stores across the nation to pick up their pre-ordered games.",Sci/Tech,Sports
Turkey Faces Long Road to EU Membership The European Commission #39;s cautious recommendation that Turkey begin membership negotiations puts the country a step closer to realizing its dream of joining Europe -- but,World,Sports
OSDL teams with another open source group The Beaverton-based Open Source Development Labs announced this week it is combining some efforts with another open source group to further the adoption of Linux.,Sci/Tech,Business
"Hey mate, we're moving offshore too! Australia's IT News reports the findings of a recent survey in which more than 20 percent of company execs said they were considering or recommending offshore outsourcing. Outsourcing Blog",Sci/Tech,World
"DEBKAfile Special Analysis Before deporting him to Lebanon in 1991, the late Yitzhak Rabin called Ezz-Eldin Sheikh al-Khalil the snakes head, singling him out as the terror master who raised and handled Hamas most accomplished terror operatives, Adnan al Hool and",World,Sci/Tech
"Iraq's Neighbors to Get Little for Environment Loss (Reuters) Reuters - Iraq's neighbors want tens of billions\of dollars for environmental damage done in the 1990-1 Gulf\conflict, but are set to get only paltry funds from the United",Sci/Tech,Business
"Lewis University Put on Probation (AP) AP - Lewis University of Division II was put on four years' probation for an array of infractions that included its men's volleyball team, which won a national title last year the school has since forfeited.",Sports,World
"Appeals court faults Oracle in shareholder suit Judges send case back to lower court to sort out allegations of improper bookkeeping and ""suspicious"" stock sales.",Sci/Tech,Business
"Arrowhead: It still is pointing the way In comparison to its contemporaries it could be termed a modern marvel, an example of how to do things right when everyone else was doing things wrong.",Sports,Sci/Tech
"Bell would like to manage a contending team In his previous stints with Cleveland and Colorado, the teams were rebuilding. They didn #39;t do well and he was let go. By Don Bostrom.",Sports,Sci/Tech
"County unemployment drops to 3.7 percent SAN DIEGO - San Diego County #39;s unemployment rate was 3.7 percent in August, down from a revised 4.4 percent in July and 4.3 percent a year ago, the California Employment Development Department reported today.",Business,Sci/Tech
Malaysia #39;s Anwar Returns to Hero #39;s Welcome Malaysia #39;s former deputy prime minister Anwar Ibrahim has come home to a rock star #39;s welcome Sunday. He returned from undergoing back surgery in Germany following his release from prison last month.,World,Sports
"Bea Arthur for President Bea Arthur sparked a security scare at Logan Airport in Boston this week when she tried to board a Cape Air flight with a pocketknife in her handbag. The ""Golden Girls"" star, now 81, was flagged by a Transportation Security Administration agent, who discovered the knife - a strict no-no following 9/11. ""She started yelling that it wasn't hers and said 'The terrorists put it there,' "" a fellow passenger said. ""She kept yelling about the 'terrorists, the terrorists, the terrorists.' "" After the blade was confiscated, Arthur took a keyring from her bag and told the agent it belonged to the ""terrorists,"" before throwing it at them. - via philly.com",Sci/Tech,Sports
"The Next Shock: Not Oil, but Debt The American economic ship, which has weathered the recent run-up in crude oil prices, may be more vulnerable to sudden surges in the price of money.",Business,Sports
"Mauresmo Rallies to Take Advanta Title NEW YORK (Reuters) - Top seed Amelie Mauresmo rallied to beat Russia's sixth-seeded Vera Zvonareva 3-6, 6-2, 6-2 to complete a successful defense of her Advanta championship title in Philadelphia on Sunday.",Sports,Business
"Polls Open for Indonesia #39;s First Direct Presidential Elections Polls have opened for Indonesia #39;s first direct presidential election. Election observers say they are impressed with the six-month electoral process, which also chose members of the national assembly and local councils.",World,Sports
Virus writers look for work THE WRITERS of the MyDoom viruses are encoding job applications into the latest variants of the bug. According to Sophos the plea for work was found when its boffins were stripping the code of the MyDoom-U and MyDoom-V variants.,Sci/Tech,Sports
"Hotel Locks Out Employees Over Impending Strike LOS ANGELES -- The labor dispute between workers at nine Los Angeles County hotels and their employers has intensified, with one of the hotels locking out its laundry workers and replacing them.",Business,Sports
"Lycos Europe Pushes Limits in Anti-Spam Fight A new application from Lycos Europe aims to fight back against spammers, but some experts say the company may be enabling illegal activities.",Sci/Tech,World
"Indians Mount Charge The Cleveland Indians pulled within one game of the AL Central lead by beating the Minnesota Twins, 7-1, Saturday night with home runs by Travis Hafner and Victor Martinez.",Sports,Sci/Tech
"Sri Lanka raise England #39;s spirits In their opening match of the Champions #39; Trophy, Sri Lanka did little to suggest they have the wherewithal to knock England out of the tournament at the Rose Bowl on Friday.",Sports,Sci/Tech
"Independent directors demanded Black #39;s resignation, investor says Catalyst Fund General Partner I Inc., a disgruntled shareholder of Hollinger Inc., claimed yesterday that the company #39;s independent board members have demanded the resignations of Conrad Black, his wife and other insiders -- a charge disputed by the",Business,Sports
Thousands queue for Halo 2 Hordes of video game fans queued outside more than 6500 stores across the United States overnight on Tuesday to get a copy of the new Halo 2 game whose first day takings are expected to rival a Hollywood blockbuster.,Sci/Tech,Sports
"Countdown to Deep Impact NASA #39;s Deep Impact spacecraft has arrived in Florida to begin final preparations for a launch on Dec. 30, 2004. The spacecraft was shipped from Ball Aerospace amp; Technologies in Boulder, Colo.",Sci/Tech,Business
"Nikkei Hits 2-Week Closing Low TOKYO (Reuters) - The Nikkei average fell for a third straight session to hit a two-week closing low on Friday as renewed earnings concerns prompted selling in Tokyo Electron Ltd., Sony Corp. and other high-tech stocks.",Business,World
"Pro Hockey Notebook: 10/19/04 Courtney Prince, 25, of Manhattan, a former captain of the New York Rangers #39; skating cheerleading squad sued the owner of Madison Square Garden, saying she was fired after she told",Sports,Sci/Tech
"Locusts Encroach on West African Rice-Growing Area (Reuters) Reuters - West Africa's worst locust plague for 15\years has encroached on one of the region's largest\rice-growing areas, authorities in Mali said on Friday.",Sci/Tech,World
"Cassini radar lifts the veil from Saturn #39;s Titan WASHINGTON - The first radar images of Titan, the cloud-shrouded moon of Saturn, revealed a relatively young, active surface, NASA said Friday (Oct. 29).",Sci/Tech,Sports
Bettman stands firm in dispute NHL commissioner Gary Bettman has again dismissed proposals by the players #39; union for a luxury tax as the sport #39;s lockout continues.,Sports,Business
